timestamp,log_type,message,stacktrace
161.5913,Log,WebsocketGameMonitor User View Broadcasting halted. Trying again in 4 seconds.,UnityEngine.Debug:Log (object).  WebsocketGameMonitor/<BroadcastUserGameView>d__25:MoveNext () (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:341).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
161.5913,Log,WebsocketGameMonitor PosRot Broadcasting halted. Trying again in 4 seconds.,UnityEngine.Debug:Log (object).  WebsocketGameMonitor/<BroadcastUserPosAndRot>d__24:MoveNext () (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:280).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
162.4977,Log,{"Data":{"CurrentSceneName":"Experiment2""AntilatencyDevices":"[]"}"Options":{}"MessageType":1"OpCode":"GeneralStatus"},UnityEngine.Debug:Log (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:524).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
163.4542,Log,{"Data":{"ActiveGraph":"None"}"Options":{}"MessageType":1"OpCode":"VisualizationInfo"},UnityEngine.Debug:Log (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:524).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
164.1813,Log,[@alreylz][TrialBegin()]Trial 2 from UXF.Block starting,UnityEngine.Debug:Log (object).  ExperimentSetup:TrialBegin (UXF.Trial) (at Assets/ExperimentSetup.cs:257).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
164.1813,Warning,You are unitializing an Object Pool [[@]>ExperimentNodesParent] more than once. Be careful.,UnityEngine.Debug:LogWarningFormat (stringobject[]).  ObjectPool:InitPool (UnityEngine.GameObjectuintUnityEngine.Transform) (at Assets/alreylz/Utils/ObjectPool.cs:47).  TrialManager:GenerateBlock3DElems () (at Assets/TrialManager.cs:99).  ExperimentSetup:TrialBegin (UXF.Trial) (at Assets/ExperimentSetup.cs:261).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
164.1813,Log,1CmSphereDummy(Clone) - has assigned value of 2 ,UnityEngine.Debug:Log (object).  TrialManager:AssignRelevanceIndexes (bool) (at Assets/TrialManager.cs:172).  ExperimentSetup:TrialBegin (UXF.Trial) (at Assets/ExperimentSetup.cs:267).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
164.1813,Log,1CmSphereDummy(Clone) - has assigned value of 1.91 ,UnityEngine.Debug:Log (object).  TrialManager:AssignRelevanceIndexes (bool) (at Assets/TrialManager.cs:172).  ExperimentSetup:TrialBegin (UXF.Trial) (at Assets/ExperimentSetup.cs:267).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
164.1813,Log,1CmSphereDummy(Clone) - has assigned value of 1.9 ,UnityEngine.Debug:Log (object).  TrialManager:AssignRelevanceIndexes (bool) (at Assets/TrialManager.cs:172).  ExperimentSetup:TrialBegin (UXF.Trial) (at Assets/ExperimentSetup.cs:267).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
164.1813,Log,1CmSphereDummy(Clone) - has assigned value of 1.76 ,UnityEngine.Debug:Log (object).  TrialManager:AssignRelevanceIndexes (bool) (at Assets/TrialManager.cs:172).  ExperimentSetup:TrialBegin (UXF.Trial) (at Assets/ExperimentSetup.cs:267).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
164.1813,Log,1CmSphereDummy(Clone) - has assigned value of 1.75 ,UnityEngine.Debug:Log (object).  TrialManager:AssignRelevanceIndexes (bool) (at Assets/TrialManager.cs:172).  ExperimentSetup:TrialBegin (UXF.Trial) (at Assets/ExperimentSetup.cs:267).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
164.1813,Log,1CmSphereDummy(Clone) - has assigned value of 1.7 ,UnityEngine.Debug:Log (object).  TrialManager:AssignRelevanceIndexes (bool) (at Assets/TrialManager.cs:172).  ExperimentSetup:TrialBegin (UXF.Trial) (at Assets/ExperimentSetup.cs:267).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
164.1813,Log,1CmSphereDummy(Clone) - has assigned value of 1.6 ,UnityEngine.Debug:Log (object).  TrialManager:AssignRelevanceIndexes (bool) (at Assets/TrialManager.cs:172).  ExperimentSetup:TrialBegin (UXF.Trial) (at Assets/ExperimentSetup.cs:267).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
164.1813,Log,1CmSphereDummy(Clone) - has assigned value of 1.5 ,UnityEngine.Debug:Log (object).  TrialManager:AssignRelevanceIndexes (bool) (at Assets/TrialManager.cs:172).  ExperimentSetup:TrialBegin (UXF.Trial) (at Assets/ExperimentSetup.cs:267).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
164.1813,Warning,Experimental condition on TrialBegin SIZE_AND_AUDIO. Success True,UnityEngine.Debug:LogWarning (object).  ExperimentSetup:TrialBegin (UXF.Trial) (at Assets/ExperimentSetup.cs:280).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
164.1813,Log,2 1.5,UnityEngine.Debug:Log (object).  TrialManager:ApplySizeBasedRepresentation () (at Assets/TrialManager.cs:222).  ExperimentSetup:TrialBegin (UXF.Trial) (at Assets/ExperimentSetup.cs:293).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
164.1813,Log,[AudioTrial] Cargando el archivo Samples/Piano/A0',UnityEngine.Debug:Log (object).  TrialManager:SetupTrialAudio (AudioTrialCodificationbool) (at Assets/TrialManager.cs:403).  ExperimentSetup:TrialBegin (UXF.Trial) (at Assets/ExperimentSetup.cs:294).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
164.1813,Log,[AudioTrial] Cargando el archivo Samples/Piano/Csharp1',UnityEngine.Debug:Log (object).  TrialManager:SetupTrialAudio (AudioTrialCodificationbool) (at Assets/TrialManager.cs:403).  ExperimentSetup:TrialBegin (UXF.Trial) (at Assets/ExperimentSetup.cs:294).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
164.1813,Log,[AudioTrial] Cargando el archivo Samples/Piano/F1',UnityEngine.Debug:Log (object).  TrialManager:SetupTrialAudio (AudioTrialCodificationbool) (at Assets/TrialManager.cs:403).  ExperimentSetup:TrialBegin (UXF.Trial) (at Assets/ExperimentSetup.cs:294).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
164.1813,Log,[AudioTrial] Cargando el archivo Samples/Piano/A1',UnityEngine.Debug:Log (object).  TrialManager:SetupTrialAudio (AudioTrialCodificationbool) (at Assets/TrialManager.cs:403).  ExperimentSetup:TrialBegin (UXF.Trial) (at Assets/ExperimentSetup.cs:294).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
164.1813,Log,[AudioTrial] Cargando el archivo Samples/Piano/Csharp2',UnityEngine.Debug:Log (object).  TrialManager:SetupTrialAudio (AudioTrialCodificationbool) (at Assets/TrialManager.cs:403).  ExperimentSetup:TrialBegin (UXF.Trial) (at Assets/ExperimentSetup.cs:294).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
164.1813,Log,[AudioTrial] Cargando el archivo Samples/Piano/F2',UnityEngine.Debug:Log (object).  TrialManager:SetupTrialAudio (AudioTrialCodificationbool) (at Assets/TrialManager.cs:403).  ExperimentSetup:TrialBegin (UXF.Trial) (at Assets/ExperimentSetup.cs:294).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
164.1813,Log,[AudioTrial] Cargando el archivo Samples/Piano/A2',UnityEngine.Debug:Log (object).  TrialManager:SetupTrialAudio (AudioTrialCodificationbool) (at Assets/TrialManager.cs:403).  ExperimentSetup:TrialBegin (UXF.Trial) (at Assets/ExperimentSetup.cs:294).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
164.1813,Log,[AudioTrial] Cargando el archivo Samples/Piano/Csharp3',UnityEngine.Debug:Log (object).  TrialManager:SetupTrialAudio (AudioTrialCodificationbool) (at Assets/TrialManager.cs:403).  ExperimentSetup:TrialBegin (UXF.Trial) (at Assets/ExperimentSetup.cs:294).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
164.1813,Log,[NodeInteractionMonitor] Trial 4 begin ,UnityEngine.Debug:Log (object).  NodeInteractionMonitor:TrialBegin (UXF.Trial) (at Assets/[1]MainScenes/Experimento2/NodeInteractionMonitor.cs:234).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:153).  ExperimentSetup:ManualBlockStart () (at Assets/ExperimentSetup.cs:250).  System.Reflection.MethodBase:Invoke (objectobject[]).  SubjectNerd.Utilities.ReorderableArrayInspector:DrawContextMenuButtons () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:918).  SubjectNerd.Utilities.ReorderableArrayInspector:InspectorGUIStart (bool) (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:617).  SubjectNerd.Utilities.ReorderableArrayInspector:OnInspectorGUI () (at Assets/UXF/Scripts/Etc/ReorderableInspector/Editor/ReorderableArrayInspector.cs:632).  UnityEngine.GUIUtility:ProcessEvent (intintptrbool&).  
165.4984,Log,{"Data":{"CurrentSceneName":"Experiment2""AntilatencyDevices":"[]"}"Options":{}"MessageType":1"OpCode":"GeneralStatus"},UnityEngine.Debug:Log (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:524).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
168.4544,Log,{"Data":{"ActiveGraph":"None"}"Options":{}"MessageType":1"OpCode":"VisualizationInfo"},UnityEngine.Debug:Log (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:524).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
